,rowNumber,predictedValues
13436,13436, <=50K
13437,13437, >50K
13438,13438, <=50K
13439,13439, >50K
13440,13440, >50K
13441,13441, >50K
13442,13442, >50K
13443,13443, >50K
13444,13444, >50K
13445,13445, >50K
13446,13446, >50K
13447,13447, >50K
13448,13448, >50K
13449,13449, >50K
13450,13450, >50K
13451,13451, >50K
13452,13452, <=50K
13453,13453, >50K
13454,13454, >50K
13455,13455, >50K
13456,13456, >50K
13457,13457, <=50K
13458,13458, >50K
13459,13459, >50K
13460,13460, >50K
13461,13461, >50K
13462,13462, >50K
13463,13463, >50K
13464,13464, >50K
13465,13465, >50K
13466,13466, <=50K
13467,13467, >50K
13468,13468, >50K
13469,13469, >50K
13470,13470, <=50K
13471,13471, <=50K
13472,13472, >50K
13473,13473, >50K
13474,13474, >50K
13475,13475, >50K
13476,13476, >50K
13477,13477, >50K
13478,13478, >50K
13479,13479, >50K
13480,13480, >50K
13481,13481, >50K
13482,13482, >50K
13483,13483, >50K
13484,13484, >50K
13485,13485, >50K
13486,13486, >50K
13487,13487, >50K
13488,13488, >50K
13489,13489, >50K
13490,13490, <=50K
13491,13491, >50K
13492,13492, >50K
13493,13493, >50K
13494,13494, >50K
13495,13495, >50K
13496,13496, >50K
13497,13497, <=50K
13498,13498, >50K
13499,13499, >50K
13500,13500, >50K
13501,13501, >50K
13502,13502, <=50K
13503,13503, >50K
13504,13504, >50K
13505,13505, >50K
13506,13506, >50K
13507,13507, <=50K
13508,13508, >50K
13509,13509, >50K
13510,13510, <=50K
13511,13511, >50K
13512,13512, >50K
13513,13513, >50K
13514,13514, >50K
13515,13515, >50K
13516,13516, >50K
13517,13517, >50K
13518,13518, >50K
13519,13519, >50K
13520,13520, >50K
13521,13521, >50K
13522,13522, >50K
13523,13523, >50K
13524,13524, <=50K
13525,13525, >50K
13526,13526, >50K
13527,13527, <=50K
13528,13528, >50K
13529,13529, >50K
13530,13530, >50K
13531,13531, >50K
13532,13532, >50K
13533,13533, >50K
13534,13534, >50K
13535,13535, >50K
13536,13536, >50K
13537,13537, >50K
13538,13538, >50K
13539,13539, >50K
13540,13540, >50K
13541,13541, >50K
13542,13542, >50K
13543,13543, >50K
13544,13544, >50K
13545,13545, >50K
13546,13546, <=50K
13547,13547, >50K
13548,13548, >50K
13549,13549, >50K
13550,13550, >50K
13551,13551, >50K
13552,13552, >50K
13553,13553, >50K
13554,13554, >50K
13555,13555, >50K
13556,13556, >50K
13557,13557, >50K
13558,13558, >50K
13559,13559, >50K
13560,13560, >50K
13561,13561, >50K
13562,13562, >50K
13563,13563, <=50K
13564,13564, >50K
13565,13565, >50K
13566,13566, >50K
13567,13567, >50K
13568,13568, >50K
13569,13569, <=50K
13570,13570, >50K
13571,13571, >50K
13572,13572, >50K
13573,13573, >50K
13574,13574, >50K
13575,13575, >50K
13576,13576, >50K
13577,13577, >50K
13578,13578, >50K
13579,13579, >50K
13580,13580, >50K
13581,13581, >50K
13582,13582, >50K
13583,13583, >50K
13584,13584, >50K
13585,13585, >50K
13586,13586, >50K
13587,13587, >50K
13588,13588, >50K
13589,13589, >50K
13590,13590, >50K
13591,13591, >50K
13592,13592, >50K
13593,13593, >50K
13594,13594, >50K
13595,13595, >50K
13596,13596, >50K
13597,13597, >50K
13598,13598, >50K
13599,13599, <=50K
13600,13600, >50K
13601,13601, >50K
13602,13602, >50K
13603,13603, >50K
13604,13604, >50K
13605,13605, >50K
13606,13606, <=50K
13607,13607, >50K
13608,13608, >50K
13609,13609, >50K
13610,13610, >50K
13611,13611, >50K
13612,13612, >50K
13613,13613, >50K
13614,13614, >50K
13615,13615, >50K
13616,13616, >50K
13617,13617, >50K
13618,13618, >50K
13619,13619, >50K
13620,13620, >50K
13621,13621, >50K
13622,13622, <=50K
13623,13623, >50K
13624,13624, >50K
13625,13625, >50K
13626,13626, >50K
13627,13627, >50K
13628,13628, >50K
13629,13629, >50K
13630,13630, >50K
13631,13631, >50K
13632,13632, >50K
13633,13633, >50K
13634,13634, >50K
13635,13635, <=50K
13636,13636, >50K
13637,13637, >50K
13638,13638, >50K
13639,13639, <=50K
13640,13640, >50K
13641,13641, >50K
13642,13642, >50K
13643,13643, >50K
13644,13644, >50K
13645,13645, >50K
13646,13646, >50K
13647,13647, >50K
13648,13648, >50K
13649,13649, >50K
13650,13650, <=50K
13651,13651, >50K
13652,13652, >50K
13653,13653, <=50K
13654,13654, <=50K
13655,13655, >50K
13656,13656, >50K
13657,13657, >50K
13658,13658, <=50K
13659,13659, <=50K
13660,13660, <=50K
13661,13661, >50K
13662,13662, >50K
13663,13663, >50K
13664,13664, >50K
13665,13665, <=50K
13666,13666, >50K
13667,13667, >50K
13668,13668, >50K
13669,13669, >50K
13670,13670, >50K
13671,13671, >50K
13672,13672, >50K
13673,13673, >50K
13674,13674, >50K
13675,13675, >50K
13676,13676, <=50K
13677,13677, >50K
13678,13678, <=50K
13679,13679, >50K
13680,13680, >50K
13681,13681, >50K
13682,13682, <=50K
13683,13683, >50K
13684,13684, >50K
13685,13685, >50K
13686,13686, >50K
13687,13687, >50K
13688,13688, >50K
13689,13689, <=50K
13690,13690, >50K
13691,13691, >50K
13692,13692, <=50K
13693,13693, <=50K
13694,13694, >50K
13695,13695, >50K
13696,13696, >50K
13697,13697, >50K
13698,13698, >50K
13699,13699, >50K
13700,13700, >50K
13701,13701, <=50K
13702,13702, >50K
13703,13703, <=50K
13704,13704, >50K
13705,13705, >50K
13706,13706, >50K
13707,13707, >50K
13708,13708, >50K
13709,13709, >50K
13710,13710, >50K
13711,13711, >50K
13712,13712, >50K
13713,13713, >50K
13714,13714, >50K
13715,13715, >50K
13716,13716, >50K
13717,13717, >50K
13718,13718, >50K
13719,13719, >50K
13720,13720, >50K
13721,13721, >50K
13722,13722, >50K
13723,13723, >50K
13724,13724, <=50K
13725,13725, >50K
13726,13726, >50K
13727,13727, >50K
13728,13728, >50K
13729,13729, >50K
13730,13730, >50K
13731,13731, <=50K
13732,13732, >50K
13733,13733, >50K
13734,13734, >50K
13735,13735, >50K
13736,13736, >50K
13737,13737, >50K
13738,13738, >50K
13739,13739, >50K
13740,13740, >50K
13741,13741, >50K
13742,13742, >50K
13743,13743, >50K
13744,13744, >50K
13745,13745, >50K
13746,13746, >50K
13747,13747, >50K
13748,13748, >50K
13749,13749, >50K
13750,13750, <=50K
13751,13751, >50K
13752,13752, >50K
13753,13753, >50K
13754,13754, <=50K
13755,13755, >50K
13756,13756, >50K
13757,13757, >50K
13758,13758, >50K
13759,13759, >50K
13760,13760, >50K
13761,13761, >50K
13762,13762, >50K
13763,13763, >50K
13764,13764, >50K
13765,13765, >50K
13766,13766, >50K
13767,13767, >50K
13768,13768, <=50K
13769,13769, >50K
13770,13770, >50K
13771,13771, >50K
13772,13772, >50K
13773,13773, >50K
13774,13774, >50K
13775,13775, >50K
13776,13776, >50K
13777,13777, >50K
13778,13778, >50K
13779,13779, >50K
13780,13780, >50K
13781,13781, >50K
13782,13782, >50K
13783,13783, >50K
13784,13784, >50K
13785,13785, >50K
13786,13786, >50K
13787,13787, >50K
13788,13788, >50K
13789,13789, >50K
13790,13790, >50K
13791,13791, >50K
13792,13792, >50K
13793,13793, >50K
13794,13794, >50K
13795,13795, >50K
13796,13796, >50K
13797,13797, >50K
13798,13798, >50K
13799,13799, >50K
13800,13800, >50K
13801,13801, >50K
13802,13802, >50K
13803,13803, >50K
13804,13804, >50K
13805,13805, >50K
13806,13806, >50K
13807,13807, >50K
13808,13808, >50K
13809,13809, >50K
13810,13810, >50K
13811,13811, >50K
13812,13812, >50K
13813,13813, >50K
13814,13814, >50K
13815,13815, >50K
13816,13816, >50K
13817,13817, >50K
13818,13818, >50K
13819,13819, >50K
13820,13820, >50K
13821,13821, >50K
13822,13822, >50K
13823,13823, >50K
13824,13824, <=50K
13825,13825, >50K
13826,13826, >50K
13827,13827, >50K
13828,13828, >50K
13829,13829, >50K
13830,13830, >50K
13831,13831, >50K
13832,13832, <=50K
13833,13833, >50K
13834,13834, >50K
13835,13835, >50K
13836,13836, >50K
13837,13837, <=50K
13838,13838, >50K
13839,13839, >50K
13840,13840, <=50K
13841,13841, >50K
13842,13842, >50K
13843,13843, <=50K
13844,13844, >50K
13845,13845, >50K
13846,13846, >50K
13847,13847, >50K
13848,13848, <=50K
13849,13849, >50K
13850,13850, >50K
13851,13851, >50K
13852,13852, <=50K
13853,13853, >50K
13854,13854, >50K
13855,13855, >50K
13856,13856, >50K
13857,13857, >50K
13858,13858, >50K
13859,13859, >50K
13860,13860, <=50K
13861,13861, >50K
13862,13862, >50K
13863,13863, >50K
13864,13864, >50K
13865,13865, >50K
13866,13866, >50K
13867,13867, >50K
13868,13868, <=50K
13869,13869, >50K
13870,13870, >50K
13871,13871, <=50K
13872,13872, <=50K
13873,13873, >50K
13874,13874, >50K
13875,13875, >50K
13876,13876, >50K
13877,13877, >50K
13878,13878, >50K
13879,13879, >50K
13880,13880, >50K
13881,13881, >50K
13882,13882, >50K
13883,13883, >50K
13884,13884, >50K
13885,13885, >50K
13886,13886, >50K
13887,13887, >50K
13888,13888, >50K
13889,13889, >50K
13890,13890, >50K
13891,13891, >50K
13892,13892, >50K
13893,13893, >50K
13894,13894, >50K
13895,13895, <=50K
13896,13896, >50K
13897,13897, <=50K
13898,13898, >50K
13899,13899, >50K
13900,13900, >50K
13901,13901, >50K
13902,13902, >50K
13903,13903, <=50K
13904,13904, >50K
13905,13905, >50K
13906,13906, <=50K
13907,13907, >50K
13908,13908, <=50K
13909,13909, >50K
13910,13910, >50K
13911,13911, >50K
13912,13912, >50K
13913,13913, >50K
13914,13914, >50K
13915,13915, >50K
13916,13916, >50K
13917,13917, >50K
13918,13918, >50K
13919,13919, <=50K
13920,13920, >50K
13921,13921, >50K
13922,13922, >50K
13923,13923, >50K
13924,13924, >50K
13925,13925, >50K
13926,13926, >50K
13927,13927, >50K
13928,13928, <=50K
13929,13929, >50K
13930,13930, >50K
13931,13931, >50K
13932,13932, >50K
13933,13933, >50K
13934,13934, >50K
13935,13935, >50K
13936,13936, >50K
13937,13937, >50K
13938,13938, >50K
13939,13939, >50K
13940,13940, >50K
13941,13941, >50K
13942,13942, >50K
13943,13943, >50K
13944,13944, >50K
13945,13945, >50K
13946,13946, >50K
13947,13947, >50K
13948,13948, <=50K
13949,13949, >50K
13950,13950, >50K
13951,13951, >50K
13952,13952, >50K
13953,13953, >50K
13954,13954, >50K
13955,13955, >50K
13956,13956, >50K
13957,13957, >50K
13958,13958, >50K
13959,13959, <=50K
13960,13960, >50K
13961,13961, >50K
13962,13962, >50K
13963,13963, >50K
13964,13964, >50K
13965,13965, >50K
13966,13966, >50K
13967,13967, >50K
13968,13968, >50K
13969,13969, >50K
13970,13970, >50K
13971,13971, >50K
13972,13972, >50K
13973,13973, >50K
13974,13974, >50K
13975,13975, >50K
13976,13976, >50K
13977,13977, >50K
13978,13978, >50K
13979,13979, >50K
13980,13980, >50K
13981,13981, >50K
13982,13982, >50K
13983,13983, >50K
13984,13984, >50K
13985,13985, <=50K
13986,13986, <=50K
13987,13987, >50K
13988,13988, >50K
13989,13989, >50K
13990,13990, >50K
13991,13991, >50K
13992,13992, >50K
13993,13993, >50K
13994,13994, >50K
13995,13995, >50K
13996,13996, >50K
13997,13997, >50K
13998,13998, >50K
13999,13999, >50K
14000,14000, >50K
14001,14001, <=50K
14002,14002, >50K
14003,14003, >50K
14004,14004, >50K
14005,14005, >50K
14006,14006, <=50K
14007,14007, >50K
14008,14008, >50K
14009,14009, >50K
14010,14010, >50K
14011,14011, >50K
14012,14012, >50K
14013,14013, <=50K
14014,14014, >50K
14015,14015, >50K
14016,14016, >50K
14017,14017, >50K
14018,14018, >50K
14019,14019, >50K
14020,14020, <=50K
14021,14021, >50K
14022,14022, <=50K
14023,14023, >50K
14024,14024, >50K
14025,14025, >50K
14026,14026, >50K
14027,14027, >50K
14028,14028, >50K
14029,14029, >50K
14030,14030, >50K
14031,14031, >50K
14032,14032, >50K
14033,14033, >50K
14034,14034, >50K
14035,14035, >50K
14036,14036, >50K
14037,14037, >50K
14038,14038, >50K
14039,14039, >50K
14040,14040, >50K
14041,14041, >50K
14042,14042, >50K
14043,14043, >50K
14044,14044, <=50K
14045,14045, >50K
14046,14046, >50K
14047,14047, >50K
14048,14048, <=50K
14049,14049, >50K
14050,14050, >50K
14051,14051, >50K
14052,14052, >50K
14053,14053, >50K
14054,14054, >50K
14055,14055, >50K
14056,14056, >50K
14057,14057, >50K
14058,14058, >50K
14059,14059, >50K
14060,14060, >50K
14061,14061, >50K
14062,14062, >50K
14063,14063, >50K
14064,14064, >50K
14065,14065, >50K
14066,14066, >50K
14067,14067, >50K
14068,14068, >50K
14069,14069, >50K
14070,14070, >50K
14071,14071, >50K
14072,14072, <=50K
14073,14073, >50K
14074,14074, >50K
14075,14075, >50K
14076,14076, >50K
14077,14077, >50K
14078,14078, <=50K
14079,14079, <=50K
14080,14080, >50K
14081,14081, >50K
14082,14082, >50K
14083,14083, >50K
14084,14084, >50K
14085,14085, >50K
14086,14086, >50K
14087,14087, >50K
14088,14088, >50K
14089,14089, >50K
14090,14090, >50K
14091,14091, >50K
14092,14092, >50K
14093,14093, >50K
14094,14094, <=50K
14095,14095, >50K
14096,14096, >50K
14097,14097, >50K
14098,14098, >50K
14099,14099, >50K
14100,14100, >50K
14101,14101, <=50K
14102,14102, >50K
14103,14103, >50K
14104,14104, >50K
14105,14105, >50K
14106,14106, >50K
14107,14107, >50K
14108,14108, >50K
14109,14109, >50K
14110,14110, >50K
14111,14111, >50K
14112,14112, >50K
14113,14113, >50K
14114,14114, >50K
14115,14115, >50K
14116,14116, >50K
14117,14117, >50K
14118,14118, >50K
14119,14119, >50K
14120,14120, <=50K
14121,14121, >50K
14122,14122, >50K
14123,14123, >50K
14124,14124, >50K
14125,14125, >50K
14126,14126, <=50K
14127,14127, >50K
14128,14128, >50K
14129,14129, >50K
14130,14130, <=50K
14131,14131, >50K
14132,14132, >50K
14133,14133, <=50K
14134,14134, >50K
14135,14135, >50K
14136,14136, >50K
14137,14137, >50K
14138,14138, >50K
14139,14139, >50K
14140,14140, >50K
14141,14141, >50K
14142,14142, >50K
14143,14143, >50K
14144,14144, >50K
14145,14145, >50K
14146,14146, <=50K
14147,14147, >50K
14148,14148, >50K
14149,14149, <=50K
14150,14150, >50K
14151,14151, >50K
14152,14152, >50K
14153,14153, >50K
14154,14154, >50K
14155,14155, >50K
14156,14156, >50K
14157,14157, >50K
14158,14158, >50K
14159,14159, >50K
14160,14160, >50K
14161,14161, >50K
14162,14162, <=50K
14163,14163, >50K
14164,14164, >50K
14165,14165, >50K
14166,14166, >50K
14167,14167, >50K
14168,14168, >50K
14169,14169, <=50K
14170,14170, >50K
14171,14171, <=50K
14172,14172, >50K
14173,14173, >50K
14174,14174, >50K
14175,14175, >50K
14176,14176, >50K
14177,14177, <=50K
14178,14178, >50K
14179,14179, >50K
14180,14180, >50K
14181,14181, >50K
14182,14182, <=50K
14183,14183, >50K
14184,14184, >50K
14185,14185, >50K
14186,14186, >50K
14187,14187, >50K
14188,14188, >50K
14189,14189, >50K
14190,14190, >50K
14191,14191, >50K
14192,14192, >50K
14193,14193, >50K
14194,14194, >50K
14195,14195, >50K
14196,14196, >50K
14197,14197, >50K
14198,14198, >50K
14199,14199, >50K
14200,14200, >50K
14201,14201, >50K
14202,14202, <=50K
14203,14203, >50K
14204,14204, >50K
14205,14205, >50K
14206,14206, >50K
14207,14207, <=50K
14208,14208, >50K
14209,14209, >50K
14210,14210, >50K
14211,14211, >50K
14212,14212, >50K
14213,14213, >50K
14214,14214, <=50K
14215,14215, >50K
14216,14216, >50K
14217,14217, >50K
14218,14218, <=50K
14219,14219, >50K
14220,14220, >50K
14221,14221, <=50K
14222,14222, >50K
14223,14223, >50K
14224,14224, >50K
14225,14225, >50K
14226,14226, >50K
14227,14227, >50K
14228,14228, >50K
14229,14229, >50K
14230,14230, >50K
14231,14231, >50K
14232,14232, >50K
14233,14233, >50K
14234,14234, >50K
14235,14235, >50K
14236,14236, >50K
14237,14237, <=50K
14238,14238, >50K
14239,14239, >50K
14240,14240, >50K
14241,14241, >50K
14242,14242, <=50K
14243,14243, >50K
14244,14244, <=50K
14245,14245, <=50K
14246,14246, >50K
14247,14247, >50K
14248,14248, >50K
14249,14249, >50K
14250,14250, >50K
14251,14251, >50K
14252,14252, <=50K
14253,14253, >50K
14254,14254, >50K
14255,14255, <=50K
14256,14256, <=50K
14257,14257, >50K
14258,14258, >50K
14259,14259, >50K
14260,14260, >50K
14261,14261, >50K
14262,14262, >50K
14263,14263, >50K
14264,14264, >50K
14265,14265, <=50K
14266,14266, >50K
14267,14267, >50K
14268,14268, >50K
14269,14269, >50K
14270,14270, >50K
14271,14271, >50K
14272,14272, >50K
14273,14273, >50K
14274,14274, >50K
14275,14275, >50K
14276,14276, >50K
14277,14277, >50K
14278,14278, >50K
14279,14279, >50K
14280,14280, >50K
14281,14281, >50K
14282,14282, >50K
14283,14283, >50K
14284,14284, >50K
14285,14285, >50K
14286,14286, >50K
14287,14287, <=50K
14288,14288, >50K
14289,14289, >50K
14290,14290, >50K
14291,14291, >50K
14292,14292, >50K
14293,14293, >50K
14294,14294, >50K
14295,14295, >50K
14296,14296, <=50K
14297,14297, >50K
14298,14298, >50K
14299,14299, >50K
14300,14300, >50K
14301,14301, >50K
14302,14302, >50K
14303,14303, >50K
14304,14304, >50K
14305,14305, >50K
14306,14306, >50K
14307,14307, >50K
14308,14308, >50K
14309,14309, >50K
14310,14310, >50K
14311,14311, >50K
14312,14312, >50K
14313,14313, >50K
14314,14314, >50K
14315,14315, >50K
14316,14316, <=50K
14317,14317, >50K
14318,14318, >50K
14319,14319, >50K
14320,14320, >50K
14321,14321, >50K
14322,14322, >50K
14323,14323, >50K
14324,14324, >50K
14325,14325, >50K
14326,14326, >50K
14327,14327, >50K
14328,14328, >50K
14329,14329, <=50K
14330,14330, >50K
14331,14331, >50K
14332,14332, >50K
14333,14333, >50K
14334,14334, >50K
14335,14335, >50K
14336,14336, >50K
14337,14337, >50K
14338,14338, >50K
14339,14339, >50K
14340,14340, >50K
14341,14341, >50K
14342,14342, >50K
14343,14343, >50K
14344,14344, >50K
14345,14345, >50K
14346,14346, <=50K
14347,14347, >50K
14348,14348, >50K
14349,14349, >50K
14350,14350, >50K
14351,14351, >50K
14352,14352, <=50K
14353,14353, >50K
14354,14354, >50K
14355,14355, <=50K
14356,14356, >50K
14357,14357, <=50K
14358,14358, <=50K
14359,14359, >50K
14360,14360, >50K
14361,14361, >50K
14362,14362, >50K
14363,14363, >50K
14364,14364, >50K
14365,14365, >50K
14366,14366, >50K
14367,14367, >50K
14368,14368, >50K
14369,14369, >50K
14370,14370, >50K
14371,14371, <=50K
14372,14372, <=50K
14373,14373, >50K
14374,14374, >50K
14375,14375, >50K
14376,14376, <=50K
14377,14377, <=50K
14378,14378, >50K
14379,14379, >50K
14380,14380, >50K
14381,14381, >50K
14382,14382, >50K
14383,14383, >50K
14384,14384, >50K
14385,14385, >50K
14386,14386, >50K
14387,14387, >50K
14388,14388, >50K
14389,14389, >50K
14390,14390, >50K
14391,14391, >50K
14392,14392, >50K
14393,14393, >50K
14394,14394, >50K
14395,14395, >50K
14396,14396, >50K
14397,14397, >50K
14398,14398, >50K
14399,14399, <=50K
14400,14400, <=50K
14401,14401, >50K
14402,14402, >50K
14403,14403, >50K
14404,14404, >50K
14405,14405, >50K
14406,14406, >50K
14407,14407, >50K
14408,14408, >50K
14409,14409, >50K
14410,14410, >50K
14411,14411, <=50K
14412,14412, >50K
14413,14413, >50K
14414,14414, >50K
14415,14415, >50K
14416,14416, >50K
14417,14417, >50K
14418,14418, >50K
14419,14419, >50K
14420,14420, <=50K
14421,14421, >50K
14422,14422, >50K
14423,14423, >50K
14424,14424, >50K
14425,14425, >50K
14426,14426, >50K
14427,14427, >50K
14428,14428, >50K
14429,14429, <=50K
14430,14430, >50K
14431,14431, <=50K
14432,14432, >50K
14433,14433, >50K
14434,14434, >50K
14435,14435, >50K
14436,14436, >50K
14437,14437, >50K
14438,14438, >50K
14439,14439, >50K
14440,14440, >50K
14441,14441, >50K
14442,14442, >50K
14443,14443, >50K
14444,14444, >50K
14445,14445, >50K
14446,14446, >50K
14447,14447, <=50K
14448,14448, >50K
14449,14449, >50K
14450,14450, >50K
14451,14451, >50K
14452,14452, >50K
14453,14453, >50K
14454,14454, >50K
14455,14455, >50K
14456,14456, >50K
14457,14457, <=50K
14458,14458, >50K
14459,14459, >50K
14460,14460, <=50K
14461,14461, >50K
14462,14462, >50K
14463,14463, >50K
14464,14464, >50K
14465,14465, >50K
14466,14466, >50K
14467,14467, >50K
14468,14468, >50K
14469,14469, >50K
14470,14470, <=50K
14471,14471, >50K
14472,14472, >50K
14473,14473, >50K
14474,14474, >50K
14475,14475, >50K
14476,14476, >50K
14477,14477, >50K
14478,14478, >50K
14479,14479, >50K
14480,14480, >50K
14481,14481, <=50K
14482,14482, >50K
14483,14483, >50K
14484,14484, >50K
14485,14485, >50K
14486,14486, >50K
14487,14487, >50K
14488,14488, >50K
14489,14489, >50K
14490,14490, >50K
14491,14491, >50K
14492,14492, >50K
14493,14493, >50K
14494,14494, >50K
14495,14495, >50K
14496,14496, >50K
14497,14497, >50K
14498,14498, >50K
14499,14499, >50K
14500,14500, >50K
14501,14501, >50K
14502,14502, >50K
14503,14503, >50K
14504,14504, >50K
14505,14505, >50K
14506,14506, >50K
14507,14507, >50K
14508,14508, >50K
14509,14509, >50K
14510,14510, >50K
14511,14511, >50K
14512,14512, >50K
14513,14513, >50K
14514,14514, >50K
14515,14515, >50K
14516,14516, >50K
14517,14517, >50K
14518,14518, >50K
14519,14519, >50K
14520,14520, >50K
14521,14521, <=50K
14522,14522, >50K
14523,14523, >50K
14524,14524, <=50K
14525,14525, <=50K
14526,14526, >50K
14527,14527, >50K
14528,14528, >50K
14529,14529, >50K
14530,14530, >50K
14531,14531, <=50K
14532,14532, >50K
14533,14533, >50K
14534,14534, >50K
14535,14535, >50K
14536,14536, >50K
14537,14537, >50K
14538,14538, >50K
14539,14539, >50K
14540,14540, >50K
14541,14541, >50K
14542,14542, >50K
14543,14543, >50K
14544,14544, >50K
14545,14545, >50K
14546,14546, <=50K
14547,14547, >50K
14548,14548, <=50K
14549,14549, >50K
14550,14550, >50K
14551,14551, >50K
14552,14552, >50K
14553,14553, <=50K
14554,14554, >50K
14555,14555, >50K
14556,14556, >50K
14557,14557, >50K
14558,14558, >50K
14559,14559, >50K
14560,14560, >50K
14561,14561, >50K
14562,14562, >50K
14563,14563, >50K
14564,14564, <=50K
14565,14565, <=50K
14566,14566, >50K
14567,14567, >50K
14568,14568, >50K
14569,14569, >50K
14570,14570, >50K
14571,14571, >50K
14572,14572, <=50K
14573,14573, >50K
14574,14574, >50K
14575,14575, >50K
14576,14576, >50K
14577,14577, >50K
14578,14578, >50K
14579,14579, >50K
14580,14580, >50K
14581,14581, >50K
14582,14582, <=50K
14583,14583, >50K
14584,14584, >50K
14585,14585, >50K
14586,14586, >50K
14587,14587, >50K
14588,14588, >50K
14589,14589, >50K
14590,14590, >50K
14591,14591, >50K
14592,14592, >50K
14593,14593, >50K
14594,14594, >50K
14595,14595, >50K
14596,14596, >50K
14597,14597, >50K
14598,14598, >50K
14599,14599, >50K
14600,14600, <=50K
14601,14601, >50K
14602,14602, <=50K
14603,14603, >50K
14604,14604, >50K
14605,14605, >50K
14606,14606, >50K
14607,14607, >50K
14608,14608, >50K
14609,14609, >50K
14610,14610, >50K
14611,14611, >50K
14612,14612, <=50K
14613,14613, >50K
14614,14614, >50K
14615,14615, >50K
14616,14616, <=50K
14617,14617, >50K
14618,14618, >50K
14619,14619, >50K
14620,14620, <=50K
14621,14621, >50K
14622,14622, >50K
14623,14623, >50K
14624,14624, >50K
14625,14625, >50K
14626,14626, >50K
14627,14627, <=50K
14628,14628, >50K
14629,14629, >50K
14630,14630, >50K
14631,14631, >50K
14632,14632, >50K
14633,14633, >50K
14634,14634, >50K
14635,14635, >50K
14636,14636, >50K
14637,14637, >50K
14638,14638, >50K
14639,14639, >50K
14640,14640, >50K
14641,14641, >50K
14642,14642, >50K
14643,14643, >50K
14644,14644, >50K
14645,14645, >50K
14646,14646, >50K
14647,14647, >50K
14648,14648, >50K
14649,14649, >50K
14650,14650, >50K
14651,14651, >50K
14652,14652, >50K
14653,14653, >50K
14654,14654, <=50K
14655,14655, >50K
14656,14656, >50K
14657,14657, >50K
14658,14658, >50K
14659,14659, >50K
14660,14660, >50K
14661,14661, >50K
14662,14662, >50K
14663,14663, <=50K
14664,14664, <=50K
14665,14665, >50K
14666,14666, <=50K
14667,14667, >50K
14668,14668, >50K
14669,14669, >50K
14670,14670, >50K
14671,14671, >50K
14672,14672, >50K
14673,14673, >50K
14674,14674, >50K
14675,14675, >50K
14676,14676, >50K
14677,14677, >50K
14678,14678, >50K
14679,14679, >50K
14680,14680, >50K
14681,14681, >50K
14682,14682, >50K
14683,14683, >50K
14684,14684, >50K
14685,14685, >50K
14686,14686, >50K
14687,14687, >50K
14688,14688, >50K
14689,14689, >50K
14690,14690, >50K
14691,14691, >50K
14692,14692, >50K
14693,14693, >50K
14694,14694, >50K
14695,14695, >50K
14696,14696, >50K
14697,14697, >50K
14698,14698, >50K
14699,14699, <=50K
14700,14700, >50K
14701,14701, >50K
14702,14702, >50K
14703,14703, >50K
14704,14704, >50K
14705,14705, >50K
14706,14706, >50K
14707,14707, >50K
14708,14708, <=50K
14709,14709, >50K
14710,14710, >50K
14711,14711, >50K
14712,14712, >50K
14713,14713, >50K
14714,14714, >50K
14715,14715, <=50K
14716,14716, >50K
14717,14717, >50K
14718,14718, >50K
14719,14719, >50K
14720,14720, <=50K
14721,14721, >50K
14722,14722, >50K
14723,14723, >50K
14724,14724, >50K
14725,14725, <=50K
14726,14726, >50K
14727,14727, >50K
14728,14728, >50K
14729,14729, >50K
14730,14730, <=50K
14731,14731, >50K
14732,14732, >50K
14733,14733, >50K
14734,14734, >50K
14735,14735, >50K
14736,14736, >50K
14737,14737, >50K
14738,14738, >50K
14739,14739, <=50K
14740,14740, >50K
14741,14741, >50K
14742,14742, >50K
14743,14743, >50K
14744,14744, >50K
14745,14745, >50K
14746,14746, >50K
14747,14747, >50K
14748,14748, >50K
14749,14749, >50K
14750,14750, >50K
14751,14751, >50K
14752,14752, >50K
14753,14753, >50K
14754,14754, >50K
14755,14755, >50K
14756,14756, >50K
14757,14757, >50K
14758,14758, >50K
14759,14759, <=50K
14760,14760, >50K
14761,14761, >50K
14762,14762, >50K
14763,14763, >50K
14764,14764, >50K
14765,14765, >50K
14766,14766, >50K
14767,14767, >50K
14768,14768, >50K
14769,14769, >50K
14770,14770, >50K
14771,14771, >50K
14772,14772, >50K
14773,14773, >50K
14774,14774, >50K
14775,14775, >50K
14776,14776, >50K
14777,14777, >50K
14778,14778, >50K
14779,14779, >50K
14780,14780, >50K
14781,14781, >50K
14782,14782, >50K
14783,14783, >50K
14784,14784, >50K
14785,14785, >50K
14786,14786, >50K
14787,14787, >50K
14788,14788, >50K
14789,14789, >50K
14790,14790, >50K
14791,14791, >50K
14792,14792, >50K
14793,14793, >50K
14794,14794, >50K
14795,14795, >50K
14796,14796, >50K
14797,14797, <=50K
14798,14798, >50K
14799,14799, >50K
14800,14800, >50K
14801,14801, >50K
14802,14802, >50K
14803,14803, >50K
14804,14804, >50K
14805,14805, >50K
14806,14806, >50K
14807,14807, >50K
14808,14808, >50K
14809,14809, <=50K
14810,14810, <=50K
14811,14811, >50K
14812,14812, >50K
14813,14813, >50K
14814,14814, >50K
14815,14815, >50K
14816,14816, >50K
14817,14817, >50K
14818,14818, >50K
